sample_id,dice,iou,sensitivity,specificity,precision,accuracy
ISPY1_1207,0.17826190665500516,0.09785265363128491,0.5067811934900542,0.9644368527153255,0.10815243608297154,0.9605751037597656
ISPY1_1208,0.007560472181636866,0.0037945805009777446,0.0037945805009777446,1.0,1.0,0.8367576599121094
ISPY1_1209,0.7995859213250518,0.6660917557778544,0.6906294706723891,0.9996028502244089,0.9493608652900688,0.996307373046875
ISPY1_1210,0.0,0.0,0.0,1.0,1.0,0.963836669921875
ISPY1_1212,0.0,0.0,0.0,0.9992625483224915,0.0,0.9821090698242188
ISPY1_1215,0.0,0.0,0.0,1.0,1.0,0.972442626953125
ISPY1_1216,0.1780548949026162,0.09772791419700819,0.7153925619834711,0.9529760806739224,0.10168122751633507,0.9512214660644531
ISPY1_1217,0.7200971463266546,0.562618595825427,0.608829568788501,0.999385078940491,0.8811292719167905,0.9964828491210938
ISPY1_1218,0.6973434535104365,0.5353241077931536,0.5671296296296297,0.9988013698630137,0.9051724137931034,0.990264892578125
ISPY1_1219,0.9024331870761867,0.8222125308911179,0.925392670157068,0.9970042807149107,0.8805853962322902,0.9953346252441406
ISPY1_1220,0.0,0.0,0.0,1.0,1.0,0.9931640625
ISPY1_1221,0.0,0.0,0.0,0.9977483235334605,0.0,0.7741775512695312
ISPY1_1222,0.0,0.0,0.0,1.0,1.0,0.981170654296875
ISPY1_1223,0.8194677535363222,0.6941510966693745,0.9710227272727273,0.9973039818114784,0.708834508502696,0.9971275329589844
ISPY1_1224,0.3311858264546004,0.198455784775003,0.691757779646762,0.9772449050299116,0.21770778189518264,0.9746551513671875
ISPY1_1225,0.8446196660482375,0.7310317141710156,0.8399446494464945,0.9987575776225498,0.8493470149253731,0.9974441528320312
ISPY1_1226,0.0,0.0,0.0,1.0,1.0,0.9972991943359375
ISPY1_1227,0.0,0.0,0.0,1.0,1.0,0.989776611328125
ISPY1_1228,0.0,0.0,0.0,0.9998144111700783,0.0,0.9658851623535156
ISPY1_1229,0.0,0.0,0.0,1.0,1.0,0.9416046142578125
ISPY1_1230,0.5346337138424028,0.3648464680078657,0.3960591133004926,0.9979652729502371,0.8223661779747699,0.9839820861816406
ISPY1_1231,0.0,0.0,0.0,1.0,1.0,0.9876251220703125
ISPY1_1233,0.0,0.0,0.0,0.9814860518745324,0.0,0.9709053039550781
ISPY1_1234,0.46489859594383776,0.30284552845528456,0.30284552845528456,1.0,1.0,0.9934577941894531
ISPY1_1235,0.0,0.0,0.0,1.0,1.0,0.9797096252441406
ISPY1_1236,0.0,0.0,0.0,0.9934891511582132,0.0,0.9819755554199219
ISPY1_1237,0.0,0.0,0.0,1.0,1.0,0.9930000305175781
ISPY1_1238,0.8220840950639854,0.6979140799602682,0.898497442455243,0.9929734884011755,0.757649278878555,0.9907188415527344
ISPY1_1239,0.0,0.0,0.0,1.0,1.0,0.99169921875
